,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
61,AIDS,22,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,AIDS,18,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,AIDS,18,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,AIDS,18,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,AIDS,18,30,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0
66,AIDS,18,30,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0
67,AIDS,22,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,AIDS,18,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,AIDS,18,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Diabetes,11,46,39,25,18,2,19,7,7,12,0,0,0,0,0,0,0
71,Diabetes,11,46,39,25,18,2,19,7,7,12,0,0,0,0,0,0,0
72,Diabetes,32,32,28,22,2,22,9,8,15,0,0,0,0,0,0,0,0
73,Diabetes,11,32,28,22,2,22,9,8,15,0,0,0,0,0,0,0,0
74,Diabetes,11,46,28,22,2,22,9,8,15,0,0,0,0,0,0,0,0
75,Diabetes,11,46,39,22,2,22,9,8,15,0,0,0,0,0,0,0,0
76,Diabetes,11,46,39,25,2,22,9,8,15,0,0,0,0,0,0,0,0
77,Diabetes,11,46,39,25,18,22,9,8,15,0,0,0,0,0,0,0,0
78,Diabetes,11,46,39,25,18,2,9,8,15,0,0,0,0,0,0,0,0
79,Diabetes,11,46,39,25,18,2,19,8,15,0,0,0,0,0,0,0,0
80,Gastroenteritis,29,38,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Gastroenteritis,29,38,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Gastroenteritis,28,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Gastroenteritis,29,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Gastroenteritis,29,38,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Gastroenteritis,29,38,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Gastroenteritis,29,38,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Gastroenteritis,28,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Gastroenteritis,29,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Gastroenteritis,29,38,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,BronchialAsthma,11,11,24,5,11,20,0,0,0,0,0,0,0,0,0,0,0
91,BronchialAsthma,9,18,7,17,24,0,0,0,0,0,0,0,0,0,0,0,0
92,BronchialAsthma,11,18,7,17,24,0,0,0,0,0,0,0,0,0,0,0,0
93,BronchialAsthma,11,11,7,17,24,0,0,0,0,0,0,0,0,0,0,0,0
94,BronchialAsthma,11,11,24,17,24,0,0,0,0,0,0,0,0,0,0,0,0
95,BronchialAsthma,11,11,24,5,24,0,0,0,0,0,0,0,0,0,0,0,0
96,BronchialAsthma,11,11,24,5,11,0,0,0,0,0,0,0,0,0,0,0,0
97,BronchialAsthma,11,11,24,5,11,20,0,0,0,0,0,0,0,0,0,0,0
98,BronchialAsthma,9,18,7,17,24,0,0,0,0,0,0,0,0,0,0,0,0
99,BronchialAsthma,11,18,7,17,24,0,0,0,0,0,0,0,0,0,0,0,0
100,Hypertension,12,8,19,27,20,0,0,0,0,0,0,0,0,0,0,0,0
101,Hypertension,5,14,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Hypertension,12,14,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Hypertension,12,8,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Hypertension,12,8,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Hypertension,12,8,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Hypertension,12,8,19,27,20,0,0,0,0,0,0,0,0,0,0,0,0
107,Hypertension,5,14,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Hypertension,12,14,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Hypertension,12,8,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Migraine,0,19,23,4,10,26,6,9,21,0,0,0,0,0,0,0,0
111,Migraine,14,17,6,15,30,7,13,19,0,0,0,0,0,0,0,0,0
112,Migraine,0,17,6,15,30,7,13,19,0,0,0,0,0,0,0,0,0
113,Migraine,0,19,6,15,30,7,13,19,0,0,0,0,0,0,0,0,0
114,Migraine,0,19,23,15,30,7,13,19,0,0,0,0,0,0,0,0,0
115,Migraine,0,19,23,4,30,7,13,19,0,0,0,0,0,0,0,0,0
116,Migraine,0,19,23,4,10,7,13,19,0,0,0,0,0,0,0,0,0
117,Migraine,0,19,23,4,10,26,13,19,0,0,0,0,0,0,0,0,0
118,Migraine,0,19,23,4,10,26,6,19,0,0,0,0,0,0,0,0,0
119,Migraine,0,19,23,4,10,26,6,9,0,0,0,0,0,0,0,0,0
120,Cervicalspondylosis,1,43,34,14,23,0,0,0,0,0,0,0,0,0,0,0,0
121,Cervicalspondylosis,1,43,34,14,23,0,0,0,0,0,0,0,0,0,0,0,0
122,Cervicalspondylosis,30,26,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Cervicalspondylosis,1,26,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Cervicalspondylosis,1,43,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Cervicalspondylosis,1,43,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Cervicalspondylosis,1,43,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Cervicalspondylosis,1,43,34,14,23,0,0,0,0,0,0,0,0,0,0,0,0
128,Cervicalspondylosis,30,26,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Cervicalspondylosis,1,26,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Paralysis(brainhemorrhage),29,17,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Paralysis(brainhemorrhage),29,17,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Paralysis(brainhemorrhage),12,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Paralysis(brainhemorrhage),29,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Paralysis(brainhemorrhage),29,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Paralysis(brainhemorrhage),29,17,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Paralysis(brainhemorrhage),29,17,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Paralysis(brainhemorrhage),12,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Paralysis(brainhemorrhage),29,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Paralysis(brainhemorrhage),29,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Jaundice,15,42,21,47,14,32,5,1,0,0,0,0,0,0,0,0,0
141,Jaundice,15,42,21,47,14,32,5,1,0,0,0,0,0,0,0,0,0
142,Jaundice,29,15,52,20,38,6,1,0,0,0,0,0,0,0,0,0,0
143,Jaundice,15,15,52,20,38,6,1,0,0,0,0,0,0,0,0,0,0
144,Jaundice,15,42,52,20,38,6,1,0,0,0,0,0,0,0,0,0,0
145,Jaundice,15,42,21,20,38,6,1,0,0,0,0,0,0,0,0,0,0
146,Jaundice,15,42,21,47,38,6,1,0,0,0,0,0,0,0,0,0,0
147,Jaundice,15,42,21,47,14,6,1,0,0,0,0,0,0,0,0,0,0
148,Jaundice,15,42,21,47,14,32,1,0,0,0,0,0,0,0,0,0,0
149,Jaundice,15,42,21,47,14,32,5,0,0,0,0,0,0,0,0,0,0
150,Malaria,6,42,24,41,13,21,17,0,0,0,0,0,0,0,0,0,0
151,Malaria,6,42,24,41,13,21,7,13,0,0,0,0,0,0,0,0,0
152,Malaria,6,42,24,41,13,21,7,13,0,0,0,0,0,0,0,0,0
153,Malaria,29,18,45,19,25,8,17,0,0,0,0,0,0,0,0,0,0
154,Malaria,6,18,45,19,25,8,17,0,0,0,0,0,0,0,0,0,0
155,Malaria,6,42,45,19,25,8,17,0,0,0,0,0,0,0,0,0,0
156,Malaria,6,42,24,19,25,8,17,0,0,0,0,0,0,0,0,0,0
157,Malaria,6,42,24,41,25,8,17,0,0,0,0,0,0,0,0,0,0
158,Malaria,6,42,24,41,13,8,17,0,0,0,0,0,0,0,0,0,0
159,Malaria,6,42,24,41,13,21,17,0,0,0,0,0,0,0,0,0,0
160,Chickenpox,15,35,21,25,14,13,14,12,17,8,13,0,0,0,0,0,0
161,Chickenpox,25,15,28,20,13,18,16,18,10,14,0,0,0,0,0,0,0
162,Chickenpox,15,15,28,20,13,18,16,18,10,14,0,0,0,0,0,0,0
163,Chickenpox,15,35,28,20,13,18,16,18,10,14,0,0,0,0,0,0,0
164,Chickenpox,15,35,21,20,13,18,16,18,10,14,0,0,0,0,0,0,0
165,Chickenpox,15,35,21,25,13,18,16,18,10,14,0,0,0,0,0,0,0
166,Chickenpox,15,35,21,25,14,18,16,18,10,14,0,0,0,0,0,0,0
167,Chickenpox,15,35,21,25,14,13,16,18,10,14,0,0,0,0,0,0,0
168,Chickenpox,15,35,21,25,14,13,14,18,10,14,0,0,0,0,0,0,0
169,Chickenpox,15,35,21,25,14,13,14,12,10,14,0,0,0,0,0,0,0
170,Dengue,25,9,26,45,12,14,12,15,9,11,3,5,6,0,0,0,0
171,Dengue,25,9,26,45,12,14,12,15,9,11,3,4,6,0,0,0,0
172,Dengue,25,9,26,45,12,14,12,15,9,11,3,4,4,0,0,0,0
173,Dengue,25,9,26,45,12,14,12,15,9,11,3,4,4,4,0,0,0
174,Dengue,6,20,49,18,14,13,18,10,13,3,8,5,6,0,0,0,0
175,Dengue,25,20,49,18,14,13,18,10,13,3,8,5,6,0,0,0,0
176,Dengue,25,9,49,18,14,13,18,10,13,3,8,5,6,0,0,0,0
177,Dengue,25,9,26,18,14,13,18,10,13,3,8,5,6,0,0,0,0
178,Dengue,25,9,26,45,14,13,18,10,13,3,8,5,6,0,0,0,0
179,Dengue,25,9,26,45,12,13,18,10,13,3,8,5,6,0,0,0,0
180,Typhoid,6,42,21,20,25,5,1,4,20,4,0,0,0,0,0,0,0
181,Typhoid,6,42,21,20,13,5,1,4,20,4,0,0,0,0,0,0,0
182,Typhoid,6,42,21,20,13,21,1,4,20,4,0,0,0,0,0,0,0
183,Typhoid,6,42,21,20,13,21,4,4,20,4,0,0,0,0,0,0,0
184,Typhoid,6,42,21,20,13,21,4,1,20,4,0,0,0,0,0,0,0
185,Typhoid,6,42,21,20,13,21,4,1,4,4,0,0,0,0,0,0,0
186,Typhoid,6,42,21,20,13,21,4,1,4,20,0,0,0,0,0,0,0
187,Typhoid,6,42,21,20,13,21,4,1,4,20,4,0,0,0,0,0,0
188,Typhoid,6,42,21,20,13,21,4,1,4,20,4,0,0,0,0,0,0
189,Typhoid,6,15,24,19,25,5,1,4,20,4,0,0,0,0,0,0,0
190,hepatitisA,16,42,53,10,25,18,1,4,11,21,9,0,0,0,0,0,0
191,hepatitisA,16,42,53,10,25,18,1,4,11,21,9,0,0,0,0,0,0
192,hepatitisA,29,47,15,30,22,1,7,12,22,10,0,0,0,0,0,0,0
193,hepatitisA,16,47,15,30,22,1,7,12,22,10,0,0,0,0,0,0,0
194,hepatitisA,16,42,15,30,22,1,7,12,22,10,0,0,0,0,0,0,0
195,hepatitisA,16,42,53,30,22,1,7,12,22,10,0,0,0,0,0,0,0
196,hepatitisA,16,42,53,10,22,1,7,12,22,10,0,0,0,0,0,0,0
197,hepatitisA,16,42,53,10,25,1,7,12,22,10,0,0,0,0,0,0,0
198,hepatitisA,16,42,53,10,25,18,7,12,22,10,0,0,0,0,0,0,0
199,hepatitisA,16,42,53,10,25,18,1,12,22,10,0,0,0,0,0,0,0
200,HepatitisB,15,15,28,50,6,18,1,20,22,8,11,7,0,0,0,0,0
201,HepatitisB,15,15,28,50,6,18,1,20,22,8,11,7,0,0,0,0,0
202,HepatitisB,11,22,53,10,22,1,25,21,10,13,12,0,0,0,0,0,0
203,HepatitisB,15,22,53,10,22,1,25,21,10,13,12,0,0,0,0,0,0
204,HepatitisB,15,15,53,10,22,1,25,21,10,13,12,0,0,0,0,0,0
205,HepatitisB,15,15,28,10,22,1,25,21,10,13,12,0,0,0,0,0,0
206,HepatitisB,15,15,28,50,22,1,25,21,10,13,12,0,0,0,0,0,0
207,HepatitisB,15,15,28,50,6,1,25,21,10,13,12,0,0,0,0,0,0
208,HepatitisB,15,15,28,50,6,18,25,21,10,13,12,0,0,0,0,0,0
209,HepatitisB,15,15,28,50,6,18,1,21,10,13,12,0,0,0,0,0,0
210,HepatitisC,11,47,33,26,11,0,0,0,0,0,0,0,0,0,0,0,0
211,HepatitisC,11,47,33,26,37,10,0,0,0,0,0,0,0,0,0,0,0
212,HepatitisC,33,25,29,49,11,0,0,0,0,0,0,0,0,0,0,0,0
213,HepatitisC,11,25,29,49,11,0,0,0,0,0,0,0,0,0,0,0,0
214,HepatitisC,11,47,29,49,11,0,0,0,0,0,0,0,0,0,0,0,0
215,HepatitisC,11,47,33,49,11,0,0,0,0,0,0,0,0,0,0,0,0
216,HepatitisC,11,47,33,26,11,0,0,0,0,0,0,0,0,0,0,0,0
217,HepatitisC,11,47,33,26,37,0,0,0,0,0,0,0,0,0,0,0,0
218,HepatitisC,11,47,33,26,37,10,0,0,0,0,0,0,0,0,0,0,0
219,HepatitisC,11,47,33,26,37,10,0,0,0,0,0,0,0,0,0,0,0
220,HepatitisD,16,42,21,50,6,21,14,1,22,0,0,0,0,0,0,0,0
221,HepatitisD,29,15,53,10,25,18,1,21,0,0,0,0,0,0,0,0,0
222,HepatitisD,16,15,53,10,25,18,1,21,0,0,0,0,0,0,0,0,0
223,HepatitisD,16,42,53,10,25,18,1,21,0,0,0,0,0,0,0,0,0
224,HepatitisD,16,42,21,10,25,18,1,21,0,0,0,0,0,0,0,0,0
225,HepatitisD,16,42,21,50,25,18,1,21,0,0,0,0,0,0,0,0,0
226,HepatitisD,16,42,21,50,6,18,1,21,0,0,0,0,0,0,0,0,0
227,HepatitisD,16,42,21,50,6,21,1,21,0,0,0,0,0,0,0,0,0
228,HepatitisD,16,42,21,50,6,21,14,21,0,0,0,0,0,0,0,0,0
229,HepatitisD,16,42,21,50,6,21,14,1,0,0,0,0,0,0,0,0,0
230,HepatitisE,16,42,21,20,38,6,18,10,1,21,5,10,0,0,0,0,0
231,HepatitisE,16,42,21,20,38,6,18,10,1,21,2,2,8,0,0,0,0
232,HepatitisE,16,42,21,20,38,6,18,10,1,21,2,2,8,0,0,0,0
233,HepatitisE,29,15,24,50,6,21,14,1,22,2,5,10,0,0,0,0,0
234,HepatitisE,16,15,24,50,6,21,14,1,22,2,5,10,0,0,0,0,0
235,HepatitisE,16,42,24,50,6,21,14,1,22,2,5,10,0,0,0,0,0
236,HepatitisE,16,42,21,50,6,21,14,1,22,2,5,10,0,0,0,0,0
237,HepatitisE,16,42,21,20,6,21,14,1,22,2,5,10,0,0,0,0,0
238,HepatitisE,16,42,21,20,38,21,14,1,22,2,5,10,0,0,0,0,0
239,HepatitisE,16,42,21,20,38,6,14,1,22,2,5,10,0,0,0,0,0
240,Alcoholichepatitis,29,47,0,43,8,15,11,0,0,0,0,0,0,0,0,0,0
241,Alcoholichepatitis,29,47,0,43,8,15,11,0,0,0,0,0,0,0,0,0,0
242,Alcoholichepatitis,33,0,47,13,15,12,0,0,0,0,0,0,0,0,0,0,0
243,Alcoholichepatitis,29,0,47,13,15,12,0,0,0,0,0,0,0,0,0,0,0
244,Alcoholichepatitis,29,47,47,13,15,12,0,0,0,0,0,0,0,0,0,0,0
245,Alcoholichepatitis,29,47,0,13,15,12,0,0,0,0,0,0,0,0,0,0,0
246,Alcoholichepatitis,29,47,0,43,15,12,0,0,0,0,0,0,0,0,0,0,0
247,Alcoholichepatitis,29,47,0,43,8,12,0,0,0,0,0,0,0,0,0,0,0
248,Alcoholichepatitis,29,47,0,43,8,15,0,0,0,0,0,0,0,0,0,0,0
249,Alcoholichepatitis,29,47,0,43,8,15,11,0,0,0,0,0,0,0,0,0,0
250,Tuberculosis,6,42,21,47,5,14,3,17,9,9,18,11,3,3,2,1,0
251,Tuberculosis,6,42,21,47,5,14,3,17,9,9,18,11,3,3,2,1,0
252,Tuberculosis,29,15,52,9,14,3,23,10,11,21,17,4,5,1,1,0,0
253,Tuberculosis,6,15,52,9,14,3,23,10,11,21,17,4,5,1,1,0,0
254,Tuberculosis,6,42,52,9,14,3,23,10,11,21,17,4,5,1,1,0,0
255,Tuberculosis,6,42,21,9,14,3,23,10,11,21,17,4,5,1,1,0,0
256,Tuberculosis,6,42,21,47,14,3,23,10,11,21,17,4,5,1,1,0,0
257,Tuberculosis,6,42,21,47,5,3,23,10,11,21,17,4,5,1,1,0,0
258,Tuberculosis,6,42,21,47,5,14,23,10,11,21,17,4,5,1,1,0,0
259,Tuberculosis,6,42,21,47,5,14,3,10,11,21,17,4,5,1,1,0,0
260,CommonCold,8,9,21,9,14,13,24,11,14,19,14,9,7,2,2,2,1
261,CommonCold,8,9,21,9,14,13,24,11,14,19,14,9,7,2,2,2,1
262,CommonCold,6,15,14,20,13,28,15,16,19,15,16,8,2,1,3,3,0
263,CommonCold,8,15,14,20,13,28,15,16,19,15,16,8,2,1,3,3,0
264,CommonCold,8,9,14,20,13,28,15,16,19,15,16,8,2,1,3,3,0
265,CommonCold,8,9,21,20,13,28,15,16,19,15,16,8,2,1,3,3,0
266,CommonCold,8,9,21,9,13,28,15,16,19,15,16,8,2,1,3,3,0
267,CommonCold,8,9,21,9,14,28,15,16,19,15,16,8,2,1,3,3,0
268,CommonCold,8,9,21,9,14,13,15,16,19,15,16,8,2,1,3,3,0
269,CommonCold,8,9,21,9,14,13,24,16,19,15,16,8,2,1,3,3,0
270,Pneumonia,6,15,14,20,3,27,15,3,6,16,0,0,0,0,0,0,0
271,Pneumonia,6,15,14,20,3,27,15,16,3,6,15,0,0,0,0,0,0
272,Pneumonia,6,15,14,20,3,27,15,16,3,6,15,0,0,0,0,0,0
273,Pneumonia,11,11,24,5,31,19,20,3,6,16,0,0,0,0,0,0,0
274,Pneumonia,6,11,24,5,31,19,20,3,6,16,0,0,0,0,0,0,0
275,Pneumonia,6,15,24,5,31,19,20,3,6,16,0,0,0,0,0,0,0
276,Pneumonia,6,15,14,5,31,19,20,3,6,16,0,0,0,0,0,0,0
277,Pneumonia,6,15,14,20,31,19,20,3,6,16,0,0,0,0,0,0,0
278,Pneumonia,6,15,14,20,3,19,20,3,6,16,0,0,0,0,0,0,0
279,Pneumonia,6,15,14,20,3,27,20,3,6,16,0,0,0,0,0,0,0
280,Dimorphichemmorhoids(piles),7,28,37,3,19,0,0,0,0,0,0,0,0,0,0,0,0
281,Dimorphichemmorhoids(piles),7,28,37,3,19,0,0,0,0,0,0,0,0,0,0,0,0
282,Dimorphichemmorhoids(piles),7,28,37,3,19,0,0,0,0,0,0,0,0,0,0,0,0
283,Dimorphichemmorhoids(piles),21,29,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Dimorphichemmorhoids(piles),7,29,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Dimorphichemmorhoids(piles),7,28,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Dimorphichemmorhoids(piles),7,28,37,23,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Dimorphichemmorhoids(piles),7,28,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Dimorphichemmorhoids(piles),7,28,37,3,19,0,0,0,0,0,0,0,0,0,0,0,0
289,Dimorphichemmorhoids(piles),7,28,37,3,19,0,0,0,0,0,0,0,0,0,0,0,0
290,Heartattack,29,6,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Heartattack,29,6,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Heartattack,3,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Heartattack,29,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Heartattack,29,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Heartattack,29,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Heartattack,29,6,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Heartattack,3,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Heartattack,29,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Heartattack,29,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Varicoseveins,11,12,8,31,34,29,21,0,0,0,0,0,0,0,0,0,0
301,Varicoseveins,11,12,8,31,34,29,21,0,0,0,0,0,0,0,0,0,0
302,Varicoseveins,10,7,36,44,33,24,0,0,0,0,0,0,0,0,0,0,0
303,Varicoseveins,11,7,36,44,33,24,0,0,0,0,0,0,0,0,0,0,0
304,Varicoseveins,11,12,36,44,33,24,0,0,0,0,0,0,0,0,0,0,0
305,Varicoseveins,11,12,8,44,33,24,0,0,0,0,0,0,0,0,0,0,0
306,Varicoseveins,11,12,8,31,33,24,0,0,0,0,0,0,0,0,0,0,0
307,Varicoseveins,11,12,8,31,34,24,0,0,0,0,0,0,0,0,0,0,0
308,Varicoseveins,11,12,8,31,34,29,0,0,0,0,0,0,0,0,0,0,0
309,Varicoseveins,11,12,8,31,34,24,0,0,0,0,0,0,0,0,0,0,0
310,Hypothyroidism,11,45,12,28,21,9,22,6,2,18,6,3,1,0,0,0,0
311,Hypothyroidism,11,45,12,28,21,9,22,6,2,18,6,3,1,0,0,0,0
312,Hypothyroidism,31,10,31,25,9,25,8,2,18,5,7,1,0,0,0,0,0
313,Hypothyroidism,31,10,31,25,9,25,8,2,18,5,7,1,0,0,0,0,0
